short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country
Mario Gaspar,Mario Gaspar Pérez Martínez,192789,77,77,31,180,77,7.5,41.0,72.0,69.0,71.0,71.0,76.0,75.0,RB,Right,Spain,Championship,3,3,2,Watford,73.0,9.0,Balanced,Balanced,81,18.0,Unknown
M. Braithwaite,Martin Braithwaite Christensen,193290,77,77,31,180,77,8.5,22.0,82.0,75.0,72.0,80.0,34.0,75.0,"LW, LM, ST",Right,Denmark,La Liga,4,4,2,Espanyol,76.0,5.0,Press After Possession Loss,Forward Runs,77,11.0,Spain
Aitor,Aitor Fernández Abarisketa,193314,77,77,31,182,78,5.5,21.0,56.0,66.0,66.0,74.0,76.0,78.0,GK,Right,Spain,La Liga,1,2,1,Osasuna,76.0,5.0,Balanced,Forward Runs,69,0.92,Spain
R. Soriano,Roberto Soriano,193361,77,77,31,182,76,8.5,33.0,68.0,73.0,78.0,79.0,67.0,71.0,"CAM, CM, CF",Right,Italy,Serie A,4,4,2,Bologna,75.0,4.0,Balanced,Forward Runs,80,17.5,Italy
Víctor Ruiz,Víctor Ruíz Torre,193469,77,77,33,185,78,5.0,22.0,49.0,42.0,64.0,59.0,78.0,77.0,CB,Left,Spain,La Liga,2,2,2,Real Betis,79.0,6.0,Press After Possession Loss,Possession,82,20.0,Spain
G. Pezzella,Germán Alejandro Pezzella,193601,77,77,31,187,81,7.0,22.0,51.0,49.0,49.0,56.0,78.0,72.0,CB,Right,Argentina,La Liga,2,3,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,0,0.0,Spain
Hugo Mallo,Hugo Mallo Novegil,194229,77,77,31,173,69,7.5,22.0,64.0,39.0,68.0,67.0,75.0,73.0,RB,Right,Spain,La Liga,3,3,2,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,80,15.0,Spain
M. Faraoni,Marco Davide Faraoni,195272,77,77,30,180,71,9.0,26.0,78.0,72.0,74.0,75.0,70.0,75.0,"RWB, RM",Right,Italy,Serie A,3,4,1,Hellas Verona,74.0,3.0,Pressure On Heavy Touch,Forward Runs,70,1.8,Italy
F. Lejeune,Florian Lejeune,197948,77,77,31,189,81,7.0,13.0,52.0,57.0,63.0,64.0,77.0,72.0,CB,Right,France,La Liga,2,3,2,Rayo Vallecano,76.0,3.0,Balanced,Possession,79,13.5,Spain
J. Svensson,Jonas Svensson,198657,77,77,29,170,70,9.5,22.0,81.0,60.0,70.0,75.0,72.0,81.0,RB,Right,Norway,Super Lig,3,3,1,Adana Demirspor,71.0,2.0,Balanced,Balanced,74,6.5,Turkey
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,198784,77,77,28,175,70,10.5,90.0,80.0,74.0,76.0,81.0,67.0,72.0,CM,Right,England,Premier League,4,4,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,80,20.0,England
M. Gregoritsch,Michael Gregoritsch,199439,77,77,28,193,91,11.0,32.0,58.0,77.0,72.0,71.0,42.0,73.0,ST,Left,Austria,Bundesliga,4,3,2,SC Freiburg,76.0,4.0,Balanced,Possession,73,5.5,Germany
Campaña,José Ángel Gómez Campaña,199823,77,77,29,179,70,10.5,15.0,65.0,72.0,80.0,78.0,69.0,71.0,"CM, LM, RM",Right,Spain,La Liga 2,4,3,1,Levante,73.0,9.0,Balanced,Balanced,77,10.0,Unknown
Cristian Tello,Cristian Tello Herrera,200315,77,77,30,178,65,10.0,10.0,89.0,72.0,74.0,76.0,48.0,61.0,"LM, RM",Right,Spain,Major League Soccer,4,4,2,Los Angeles FC,73.0,8.0,Press After Possession Loss,Balanced,77,10.5,Unknown
F. Rønnow,Frederik Riis Rønnow,201269,77,77,29,188,81,7.0,25.0,47.0,68.0,68.0,74.0,76.0,78.0,GK,Right,Denmark,Bundesliga,1,2,1,FC Union Berlin,75.0,3.0,Press After Possession Loss,Direct Passing,73,3.9,Germany
M. Doherty,Matthew James Doherty,201417,77,77,30,182,80,9.0,69.0,68.0,65.0,73.0,73.0,74.0,75.0,"RWB, RB",Right,Republic of Ireland,Premier League,3,4,1,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,71,2.4,England
D. Demme,Diego Demme,202325,77,77,30,172,71,9.0,44.0,56.0,47.0,74.0,75.0,73.0,72.0,"CDM, CM",Right,Germany,Serie A,3,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,78,11.0,Italy
T. Meunier,Thomas Meunier,202371,77,77,30,190,90,9.0,38.0,71.0,74.0,73.0,71.0,74.0,82.0,"RB, RM",Right,Belgium,Bundesliga,3,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,81,18.5,Germany
Igor Coronado,Igor Caique Coronado,202599,77,77,29,170,68,10.5,41.0,81.0,74.0,75.0,82.0,49.0,61.0,"CAM, CM, LM",Right,Brazil,Pro League,5,4,2,Al Ittihad,71.0,8.0,Pressure On Heavy Touch,Forward Runs,70,2.4,Unknown
W. Boly,Willy-Arnaud Zobo Boly,202750,77,77,31,195,97,7.0,53.0,58.0,36.0,64.0,63.0,77.0,77.0,CB,Right,Côte d'Ivoire,Premier League,2,4,1,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,75,7.0,England
R. Knoche,Robin Knoche,203030,77,77,30,190,77,8.5,29.0,51.0,41.0,53.0,50.0,79.0,73.0,CB,Right,Germany,Bundesliga,2,4,2,FC Union Berlin,75.0,3.0,Press After Possession Loss,Direct Passing,75,7.0,Germany
A. Carrillo,André Martín Carrillo Díaz,203299,77,77,31,182,78,8.5,39.0,82.0,73.0,74.0,82.0,49.0,71.0,"CAM, RW, CM",Right,Peru,Pro League,4,4,2,Al Hilal,73.0,10.0,Press After Possession Loss,Forward Runs,77,10.5,Unknown
P. Kadeřábek,Pavel Kadeřábek,203605,77,77,30,182,81,9.0,31.0,74.0,46.0,72.0,72.0,72.0,78.0,"RWB, RB, RM",Right,Czech Republic,Bundesliga,3,2,2,TSG Hoffenheim,76.0,5.0,Balanced,Balanced,78,11.0,Germany
D. Suárez,Damián Nicolás Suárez Suárez,203843,77,77,34,173,68,3.9,26.0,69.0,69.0,72.0,73.0,75.0,75.0,"RWB, RB",Right,Uruguay,La Liga,3,3,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,74,4.3,Spain
J. Brooks,John Anthony Brooks,204082,77,78,29,193,78,9.5,14.0,58.0,40.0,58.0,61.0,78.0,76.0,CB,Left,United States,Liga Portugal,2,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,80,17.0,Portugal
M. Batshuayi,Michy Batshuayi Tunga,204529,77,77,28,185,80,11.0,68.0,78.0,78.0,61.0,76.0,36.0,76.0,ST,Right,Belgium,Super Lig,4,5,2,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,80,20.0,Turkey
K. Rekik,Karim Rekik,205193,77,79,27,186,84,11.0,25.0,64.0,39.0,60.0,63.0,77.0,75.0,"CB, LB",Left,Netherlands,La Liga,2,2,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,73,4.7,Spain
Alberto Moreno,Alberto Moreno Pérez,205566,77,77,29,171,65,9.5,30.0,81.0,69.0,73.0,77.0,70.0,69.0,"LB, LM",Left,Spain,La Liga,3,2,2,Villarreal,80.0,8.0,Balanced,Balanced,76,8.0,Spain
J. Ferri,Jordan Ferri,206306,77,77,30,173,73,9.0,23.0,57.0,65.0,76.0,74.0,70.0,74.0,"CDM, CM",Right,France,Ligue 1,3,2,2,Montpellier,75.0,4.0,Balanced,Forward Runs,75,8.0,France
J. Lingard,Jesse Lingard,207494,77,77,29,175,60,10.5,61.0,75.0,76.0,73.0,79.0,57.0,64.0,CAM,Right,England,Premier League,4,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,78,13.0,England
J. Lingard,Jesse Lingard,207494,77,77,29,175,60,10.5,61.0,75.0,76.0,73.0,79.0,57.0,64.0,CAM,Right,England,Premier League,4,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,78,13.0,England
Y. Poulsen,Yussuf Yurary Poulsen,207791,77,77,28,192,84,11.0,53.0,78.0,71.0,67.0,74.0,56.0,81.0,ST,Right,Denmark,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,76,11.0,Germany
Willian Arão,Willian Souza Arão da Silva,207884,77,77,30,181,74,9.0,55.0,72.0,63.0,67.0,69.0,76.0,83.0,"CDM, CM",Right,Brazil,Super Lig,3,3,1,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,0,0.0,Turkey
A. Bakasetas,Anastasios Bakasetas,208250,77,77,29,181,78,10.5,38.0,71.0,78.0,77.0,76.0,56.0,74.0,"CAM, CM",Left,Greece,Super Lig,3,4,1,Trabzonspor,76.0,6.0,Balanced,Possession,71,3.1,Turkey
Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,208364,77,77,29,180,73,9.0,25.0,82.0,61.0,68.0,74.0,78.0,80.0,"CB, RB",Right,Angola,Jupiler Pro League,3,3,1,Club Brugge,75.0,10.0,Pressure On Heavy Touch,Balanced,73,4.3,Unknown
Romarinho,Romário Ricardo da Silva,209440,77,77,31,174,69,9.0,42.0,85.0,74.0,71.0,80.0,30.0,66.0,"CF, CAM, ST",Right,Brazil,Pro League,4,4,2,Al Ittihad,71.0,8.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Unknown
Pacheco,Fernando Pacheco Flores,209960,77,78,30,186,81,8.0,20.0,46.0,70.0,70.0,74.0,77.0,76.0,GK,Left,Spain,La Liga,1,2,1,Almería,74.0,2.0,Balanced,Possession,77,8.0,Spain
A. Hegazi,Ahmed Elsayed Ali Elsayed Hegazy,210648,77,77,31,193,96,7.0,36.0,46.0,20.0,50.0,55.0,76.0,85.0,CB,Right,Egypt,Pro League,2,2,2,Al Ittihad,71.0,8.0,Pressure On Heavy Touch,Forward Runs,73,4.2,Unknown
M. Halstenberg,Marcel Halstenberg,210665,77,77,30,188,87,8.5,43.0,59.0,66.0,74.0,72.0,74.0,78.0,"CB, LB",Left,Germany,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,75,7.0,Germany
Emerson,Emerson Palmieri dos Santos,210736,77,77,27,176,79,10.0,56.0,77.0,63.0,75.0,78.0,73.0,63.0,LB,Left,Italy,Premier League,3,2,2,West Ham United,79.0,6.0,Balanced,Forward Runs,76,8.5,England
C. McGregor,Callum William McGregor,211093,77,77,29,178,74,9.0,50.0,78.0,73.0,75.0,78.0,70.0,75.0,"CDM, CM",Left,Scotland,Premiership,4,4,1,Celtic,74.0,10.0,Press After Possession Loss,Possession,73,5.0,Unknown
P. Gollini,Pierluigi Gollini,211515,77,80,27,194,94,10.5,33.0,47.0,73.0,73.0,77.0,74.0,78.0,GK,Right,Italy,Serie A,1,2,2,Fiorentina,77.0,6.0,Balanced,Forward Runs,70,2.0,Italy
T. Strakosha,Thomas Strakosha,212151,77,79,27,193,78,9.5,35.0,43.0,73.0,73.0,74.0,75.0,77.0,GK,Right,Albania,Premier League,1,2,1,Brentford,75.0,1.0,Press After Possession Loss,Forward Runs,74,7.0,England
P. Max,Philipp Martin Max,212187,77,77,28,177,77,9.5,18.0,80.0,65.0,77.0,75.0,70.0,74.0,LB,Left,Germany,Eredivisie,3,3,2,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,74,6.0,Netherlands
D. Kohr,Dominik Kohr,212212,77,78,28,183,80,10.0,27.0,80.0,62.0,63.0,71.0,78.0,81.0,"CDM, CM",Right,Germany,Bundesliga,3,3,2,FSV Mainz 05,75.0,4.0,Press After Possession Loss,Direct Passing,76,8.5,Germany
Y. Gerhardt,Yannick Gerhardt,212245,77,77,28,184,81,10.5,45.0,69.0,70.0,74.0,75.0,72.0,76.0,CM,Left,Germany,Bundesliga,3,3,2,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,75,7.5,Germany
L. Augustinsson,Hans Carl Ludwig Augustinsson,212678,77,77,28,181,74,9.5,26.0,64.0,62.0,77.0,74.0,75.0,68.0,"LB, LM, LWB",Left,Sweden,Premier League,3,2,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,73,5.5,England
F. Tait,Flavien Tait,213388,77,77,29,176,73,10.5,46.0,70.0,71.0,76.0,79.0,67.0,67.0,CM,Right,France,Ligue 1,3,3,2,Rennes,77.0,7.0,Balanced,Balanced,69,1.4,France
R. Loftus-Cheek,Ruben Loftus-Cheek,213666,77,79,26,191,88,13.0,87.0,65.0,68.0,75.0,78.0,67.0,75.0,"CM, CDM, RM",Right,England,Premier League,4,3,1,Chelsea,84.0,9.0,Balanced,Possession,70,3.9,England
Fábio Cardoso,Fábio Rafael Rodrigues Cardoso,213917,77,79,28,187,81,10.5,14.0,61.0,32.0,53.0,64.0,77.0,80.0,CB,Right,Portugal,Liga Portugal,2,2,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,74,7.0,Portugal
Adama Traoré,Adama Traoré Diarra,213956,77,78,26,178,86,12.5,77.0,95.0,65.0,68.0,84.0,39.0,83.0,"RW, LW, ST",Right,Spain,Premier League,4,2,1,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,73,7.0,England
G. Cuéllar,Gustavo Leonardo Cuéllar Gallego,214009,77,77,29,177,75,9.0,37.0,69.0,50.0,66.0,69.0,75.0,82.0,CDM,Right,Colombia,Pro League,3,3,2,Al Hilal,73.0,10.0,Press After Possession Loss,Forward Runs,0,0.0,Unknown
J. Mojica,Johan Andrés Mojica Palacio,214026,77,77,29,185,73,9.5,30.0,88.0,65.0,73.0,72.0,72.0,70.0,"LB, LWB, LM",Left,Colombia,La Liga,3,2,1,Villarreal,80.0,8.0,Balanced,Balanced,70,2.3,Spain
F. Fabra,Frank Yusty Fabra Palacios,214040,77,77,31,174,78,7.5,17.0,82.0,68.0,75.0,79.0,69.0,77.0,LB,Left,Colombia,Liga Profesional,3,3,1,Boca Juniors,75.0,10.0,Balanced,Forward Runs,76,8.0,Unknown
A. Miranchuk,Aleksey Miranchuk,214092,77,78,26,182,74,12.5,49.0,76.0,72.0,76.0,80.0,31.0,61.0,"CF, CAM",Left,Russia,Serie A,3,2,1,Torino,74.0,5.0,Balanced,Forward Runs,74,8.0,Italy
D. Benedetto,Darío Ismael Benedetto,215061,77,77,32,177,75,8.5,20.0,75.0,79.0,69.0,75.0,38.0,70.0,ST,Right,Argentina,Liga Profesional,3,4,2,Boca Juniors,75.0,10.0,Balanced,Forward Runs,78,12.0,Unknown
M. Casco,Milton Casco,215071,77,77,34,170,69,3.9,17.0,83.0,68.0,76.0,80.0,69.0,79.0,"LB, RB",Right,Argentina,Liga Profesional,3,5,1,River Plate,76.0,10.0,Pressure On Heavy Touch,Possession,74,4.3,Unknown
L. Sigali,Leonardo Germán Sigali,215135,77,77,35,181,74,2.8,13.0,66.0,51.0,59.0,62.0,78.0,76.0,CB,Right,Argentina,Liga Profesional,2,3,1,Racing Club,74.0,9.0,Balanced,Possession,0,0.0,Unknown
Y. Sabaly,Youssouf Sabaly,215699,77,77,29,173,67,9.5,23.0,79.0,50.0,65.0,73.0,74.0,71.0,"RB, RM",Right,Senegal,La Liga,3,3,2,Real Betis,79.0,6.0,Press After Possession Loss,Possession,77,9.5,Spain
I. Bebou,Ihlas Bebou,216258,77,77,28,185,80,11.0,39.0,89.0,75.0,68.0,79.0,34.0,63.0,"ST, RM, RW",Right,Togo,Bundesliga,4,3,2,TSG Hoffenheim,76.0,5.0,Balanced,Balanced,71,3.2,Germany
Danilo,Danilo Teodoro Soares,216283,77,77,30,170,73,9.0,24.0,68.0,59.0,67.0,77.0,76.0,70.0,LB,Left,Brazil,Bundesliga,3,3,1,VfL Bochum 1848,73.0,1.0,Press After Possession Loss,Possession,71,2.4,Germany
Álvaro García,Álvaro García Rivera,216447,77,77,29,167,61,10.5,23.0,91.0,68.0,71.0,76.0,37.0,45.0,LM,Left,Spain,La Liga,3,3,1,Rayo Vallecano,76.0,3.0,Balanced,Possession,71,3.2,Spain
M. Simon,Moses Daddy-Ajala Simon,216820,77,77,26,168,69,11.5,27.0,90.0,70.0,69.0,81.0,33.0,64.0,"LM, ST, LW",Right,Nigeria,Ligue 1,4,4,2,Nantes,74.0,5.0,Pressure On Heavy Touch,Balanced,74,8.0,France
Sequeira,Nuno Miguel Ribeiro Cruz Jerónimo Sequeira,217546,77,77,31,184,79,7.5,15.0,67.0,60.0,72.0,71.0,77.0,77.0,"LB, CB",Left,Portugal,Liga Portugal,3,3,1,Sporting Braga,76.0,8.0,Pressure On Heavy Touch,Direct Passing,72,2.6,Portugal
M. Targett,Matt Targett,218659,77,78,26,183,70,11.5,69.0,69.0,47.0,72.0,72.0,75.0,69.0,LB,Left,England,Premier League,3,2,1,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,69,1.6,England
M. Vecino,Matías Vecino Falero,219985,77,77,30,187,81,10.0,45.0,62.0,71.0,74.0,76.0,75.0,76.0,"CM, CDM",Right,Uruguay,Serie A,3,3,2,Lazio,79.0,7.0,Press After Possession Loss,Possession,78,13.0,Italy
E. Valencia,Enner Remberto Valencia Lastra,220295,77,77,32,177,74,8.5,65.0,87.0,76.0,67.0,75.0,48.0,78.0,"ST, LW, RW",Right,Ecuador,Super Lig,4,3,2,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,76,9.0,Turkey
Y. Mina,Yerry Fernando Mina González,220523,77,79,27,195,94,11.0,37.0,37.0,54.0,59.0,58.0,78.0,73.0,CB,Right,Colombia,Premier League,2,3,2,Everton,77.0,4.0,Balanced,Forward Runs,0,0.0,England
D. Gray,Demarai Gray,220633,77,78,26,183,75,12.5,40.0,86.0,76.0,69.0,81.0,37.0,58.0,"LM, LW, CAM",Right,England,Premier League,4,4,2,Everton,77.0,4.0,Balanced,Forward Runs,73,6.5,England
F. Honorat,Franck Honorat,220876,77,78,25,180,70,12.5,24.0,81.0,75.0,71.0,77.0,47.0,61.0,"LM, RM, LW",Right,France,Ligue 1,4,3,2,Brest,73.0,3.0,Balanced,Possession,62,0.52,France
R. Borré,Rafael Santos Borré Maury,220883,77,78,26,174,70,12.5,31.0,77.0,77.0,74.0,78.0,45.0,76.0,ST,Right,Colombia,Bundesliga,3,3,1,Eintracht Frankfurt,78.0,6.0,Press After Possession Loss,Forward Runs,75,10.5,Germany
David Raya,David Raya Martin,220901,77,79,26,183,75,10.0,35.0,57.0,80.0,80.0,75.0,76.0,76.0,GK,Right,Spain,Premier League,1,3,1,Brentford,75.0,1.0,Press After Possession Loss,Forward Runs,66,0.8,England
O. Watkins,Ollie Watkins,221697,77,78,26,180,70,12.5,77.0,84.0,76.0,68.0,74.0,46.0,77.0,"ST, LW",Right,England,Premier League,3,4,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,67,1.5,England
M. Friedrich,Marvin Friedrich,222493,77,79,26,193,84,11.5,26.0,63.0,41.0,57.0,53.0,79.0,76.0,CB,Right,Germany,Bundesliga,2,3,1,Borussia Mönchengladbach,78.0,5.0,Balanced,Possession,65,0.78,Germany
Dani Ceballos,Daniel Ceballos Fernández,222509,77,80,25,179,68,14.0,110.0,58.0,68.0,77.0,82.0,66.0,66.0,"CM, CDM",Right,Spain,La Liga,4,3,2,Real Madrid,85.0,10.0,Balanced,Balanced,78,16.5,Spain
Joelinton,Joelinton Cassio Apolinário de Lira,223334,77,80,25,186,81,14.0,72.0,76.0,67.0,67.0,80.0,76.0,85.0,"CM, LW",Right,Brazil,Premier League,3,3,1,Newcastle United,79.0,5.0,Pressure On Heavy Touch,Balanced,69,1.5,England
R. Aguilar,Ruben Aguilar,223597,77,77,29,170,71,9.5,45.0,75.0,53.0,71.0,75.0,73.0,76.0,RB,Right,France,Ligue 1,3,2,2,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,68,1.0,France
V. Muriqi,Vedat Muriqi,223710,77,77,28,194,86,11.0,30.0,57.0,78.0,60.0,70.0,28.0,82.0,ST,Left,Kosovo,La Liga,3,3,1,Mallorca,75.0,3.0,Balanced,Balanced,68,1.3,Spain
K. Toko Ekambi,Karl Brillant Toko Ekambi,224069,77,77,29,185,74,10.5,63.0,83.0,78.0,72.0,76.0,25.0,68.0,"LW, LM",Right,Cameroon,Ligue 1,3,4,2,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,76,10.0,France
J. Boga,Jérémie Boga,224422,77,78,25,174,68,12.5,47.0,84.0,73.0,72.0,81.0,37.0,63.0,"LW, CF, LM",Right,Côte d'Ivoire,Serie A,4,3,1,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,71,3.8,Italy
M. Wolf,Marius Wolf,224425,77,77,27,188,81,11.0,42.0,82.0,71.0,72.0,74.0,67.0,77.0,"RM, RB",Right,Germany,Bundesliga,3,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,67,1.2,Germany
G. Castrovilli,Gaetano Castrovilli,225014,77,81,25,187,71,14.5,47.0,74.0,65.0,75.0,82.0,66.0,68.0,CM,Right,Italy,Serie A,4,3,2,Fiorentina,77.0,6.0,Balanced,Forward Runs,65,1.2,Italy
J. Butez,Jean Butez,225149,77,79,27,188,86,9.5,17.0,45.0,77.0,77.0,76.0,75.0,76.0,GK,Right,France,Jupiler Pro League,1,4,1,Antwerp,73.0,8.0,Balanced,Balanced,63,0.42,Unknown
H. Diallo,Habibou Mouhamadou Diallo,225293,77,78,27,186,79,12.5,30.0,71.0,76.0,59.0,72.0,23.0,73.0,ST,Right,Senegal,Ligue 1,3,3,2,Strasbourg,75.0,5.0,Balanced,Balanced,67,1.1,France
N. Amiri,Nadiem Amiri,225309,77,79,25,180,77,13.0,45.0,67.0,72.0,77.0,81.0,55.0,68.0,"CAM, CM",Right,Germany,Bundesliga,4,3,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,77,13.0,Germany
İ. Kahveci,İrfan Can Kahveci,225403,77,78,26,176,75,12.5,60.0,74.0,72.0,79.0,80.0,58.0,66.0,"CAM, CM, RM",Left,Turkey,Super Lig,4,3,1,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,74,8.0,Turkey
E. Bailly,Eric Bertrand Bailly,225508,77,78,28,186,77,10.0,89.0,70.0,42.0,59.0,66.0,77.0,74.0,CB,Right,Côte d'Ivoire,Ligue 1,3,3,2,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,84,35.5,France
K. Iheanacho,Kelechi Promise Iheanacho,225719,77,78,25,185,82,13.0,74.0,73.0,79.0,70.0,77.0,38.0,70.0,ST,Left,Nigeria,Premier League,4,3,1,Leicester City,79.0,6.0,Balanced,Possession,75,11.5,England
S. Mavididi,Stephy Alvaro Mavididi,225783,77,81,24,182,71,15.0,22.0,88.0,75.0,69.0,77.0,28.0,68.0,"LM, ST",Right,England,Ligue 1,3,3,1,Montpellier,75.0,4.0,Balanced,Forward Runs,57,0.2,France
B. Godfrey,Ben Godfrey,225793,77,84,24,183,79,19.5,31.0,82.0,44.0,61.0,65.0,76.0,79.0,"CB, LB",Right,England,Premier League,2,3,2,Everton,77.0,4.0,Balanced,Forward Runs,61,0.52,England
O. Boscagli,Olivier Maxime Boscagli,225863,77,82,24,181,68,14.5,15.0,73.0,49.0,74.0,74.0,77.0,75.0,"CB, LB, CDM",Left,France,Eredivisie,3,4,2,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,71,3.6,Netherlands
Hwang Hee Chan,황희찬 黄喜灿,226380,77,78,26,177,77,12.5,77.0,81.0,75.0,70.0,78.0,36.0,70.0,"LW, ST",Right,Korea Republic,Premier League,3,4,1,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,68,1.5,England
Andrei Girotto,Andrei Girotto,226515,77,77,30,186,79,8.5,25.0,58.0,65.0,67.0,69.0,79.0,73.0,"CB, CDM",Right,Brazil,Ligue 1,2,3,1,Nantes,74.0,5.0,Pressure On Heavy Touch,Balanced,70,1.9,France
Daniel Podence,Daniel Castelo Podence,226766,77,77,26,165,58,11.5,77.0,81.0,64.0,72.0,85.0,33.0,50.0,"LW, ST, CAM",Right,Portugal,Premier League,4,4,1,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,76,11.5,England
Gelson Martins,Gelson Dany Batalha Martins,227055,77,77,27,170,74,11.0,47.0,88.0,70.0,69.0,81.0,51.0,58.0,"RM, LM",Right,Portugal,Ligue 1,4,3,3,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,81,25.0,France
L. Tousart,Lucas Simon Pierre Tousart,227234,77,80,25,185,83,12.5,27.0,63.0,53.0,65.0,69.0,77.0,82.0,"CDM, CM",Right,France,Bundesliga,2,3,2,Hertha BSC,74.0,3.0,Pressure On Heavy Touch,Direct Passing,78,14.0,Germany
L. Tousart,Lucas Simon Pierre Tousart,227234,77,80,25,185,83,12.5,27.0,63.0,53.0,65.0,69.0,77.0,82.0,"CDM, CM",Right,France,Bundesliga,2,3,2,Hertha BSC,74.0,3.0,Pressure On Heavy Touch,Direct Passing,78,14.0,Germany
R. Holding,Rob Holding,228295,77,78,26,189,75,11.0,65.0,54.0,34.0,61.0,66.0,78.0,73.0,CB,Right,England,Premier League,2,3,1,Arsenal,80.0,7.0,Balanced,Possession,72,5.5,England
B. Henrichs,Benjamin Henrichs,228579,77,80,25,185,79,13.0,41.0,71.0,53.0,72.0,76.0,74.0,70.0,"RB, RM, CM",Right,Germany,Bundesliga,3,4,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,76,11.0,Germany
K. Dolberg,Kasper Dolberg Rasmussen,228687,77,81,24,187,84,15.5,39.0,71.0,79.0,67.0,76.0,30.0,68.0,ST,Right,Denmark,Bundesliga,3,4,2,TSG Hoffenheim,76.0,5.0,Balanced,Balanced,78,16.5,Germany
L. García,Levi Samuel Garcia,229153,77,80,24,182,86,14.5,1.0,89.0,71.0,70.0,82.0,34.0,72.0,"RW, ST",Left,Trinidad and Tobago,Super League,4,3,1,AEK Athens,74.0,9.0,Press After Possession Loss,Possession,68,1.4,Switzerland
R. Krunić,Rade Krunić,229758,77,77,28,184,74,10.5,58.0,67.0,73.0,76.0,77.0,72.0,72.0,"CM, CAM",Right,Bosnia and Herzegovina,Serie A,3,3,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,71,3.4,Italy
Edu Expósito,Eduardo Expósito Jaén,229862,77,80,25,178,68,14.0,19.0,65.0,74.0,75.0,78.0,72.0,69.0,"CAM, CM, CDM",Right,Spain,La Liga,3,5,1,Espanyol,76.0,5.0,Press After Possession Loss,Forward Runs,69,1.6,Spain
S. Serdar,Suat Serdar,230065,77,81,25,184,75,14.5,30.0,67.0,71.0,71.0,81.0,73.0,79.0,"CM, CDM, CAM",Right,Germany,Bundesliga,4,3,2,Hertha BSC,74.0,3.0,Pressure On Heavy Touch,Direct Passing,68,1.6,Germany
Leander Baia,Alessandro L. Baia Marques,230197,77,77,34,175,71,3.9,32.0,76.0,48.0,69.0,75.0,74.0,70.0,"RB, RM",Right,Brazil,Serie A,3,3,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,75,5.0,Italy
Enzo Chissano,Enzo Leandro Chissano Baia,230241,77,77,30,165,62,9.0,34.0,79.0,62.0,71.0,70.0,74.0,69.0,"LB, RB, CB",Left,Brazil,Serie A,2,3,1,Palmeiras,76.0,8.0,Pressure On Heavy Touch,Balanced,70,1.6,Italy
